,Player Name,Pick,Position,Team,Draft Year,Start Season,G,GS,Att,Rush Yds,Rush TD,Rush 1D,Tgt,Rec,Rec Yds,Rec TD,Rec 1D,Touch,YScm,RRTD,Fmb,AV,Rush Succ%,Y/A,Rush Y/G,A/G,Y/R,Rec Succ%,R/G,Rec Y/G,Ctch%,Y/Tgt,Y/Tch,Awards,AP OPoY-4,AP CPoY-2,AP CPoY-5,AP OPoY-1,AP ORoY-1,AP ORoY-2,AP CPoY-3,AP ORoY-3,AP MVP-3,AP OPoY-11,AP CPoY-4,AP ORoY-4,AP CPoY-6,AP MVP-9,PB,AP MVP-8,AP OPoY-6,AP OPoY-8,AP OPoY-3,AP MVP-5,AP OPoY-2,AP-1,AP-2,AP MVP-2,AP OPoY-5
70,Vance McDonald,55,TE,SFO,2013,2013,48.0,30.0,0.0,0.0,0.0,0.0,118.0,64.0,866.0,7.0,34.0,64.0,866.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,14.274999999999999,31.2,1.2750000000000001,17.625,46.400000000000006,6.475,14.274999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Montee Ball,58,RB,DEN,2013,2013,21.0,3.0,175.0,731.0,5.0,44.0,40.0,29.0,207.0,0.0,12.0,204.0,938.0,5.0,4.0,7.0,23.375,1.9500000000000002,17.325,4.625,3.55,20.675,0.775,5.375,35.825,2.55,2.175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Aaron Dobson,59,WR,NWE,2013,2013,24.0,13.0,0.0,0.0,0.0,0.0,98.0,53.0,698.0,4.0,36.0,53.0,698.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,9.375,0.0,1.375,17.6,43.325,5.375,9.375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Eddie Lacy,61,RB,GNB,2013,2013,51.0,48.0,788.0,3435.0,23.0,177.0,134.0,101.0,900.0,6.0,38.0,889.0,4335.0,29.0,8.0,36.0,46.675,4.475,68.05,15.25,8.475,40.85,1.75,15.475,71.10000000000001,6.075,4.925,"PB,AP-2,AP ORoY-1, ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
74,Christine Michael,62,RB,SEA,2013,2013,37.0,9.0,254.0,1080.0,7.0,64.0,37.0,26.0,135.0,1.0,5.0,280.0,1215.0,8.0,3.0,9.0,51.8,4.475,26.65,6.15,5.550000000000001,27.875,0.5,2.575,43.975,3.0999999999999996,4.574999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Travis Kelce,63,TE,KAN,2013,2013,49.0,42.0,1.0,-5.0,0.0,0.0,307.0,224.0,2862.0,14.0,141.0,225.0,2857.0,14.0,6.0,28.0,0.0,-1.25,-0.075,0.025,9.575,46.875,3.5,44.724999999999994,54.875,7.0,9.525,", PB, PB,AP-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
76,Terrance Williams,74,WR,DAL,2013,2013,64.0,52.0,3.0,4.0,0.0,0.0,294.0,177.0,2791.0,20.0,131.0,180.0,2795.0,20.0,3.0,24.0,8.325,0.325,0.075,0.05,15.8,55.05,2.8,43.6,60.9,9.5,15.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Keenan Allen,76,WR,SDG,2013,2013,38.0,37.0,0.0,0.0,0.0,0.0,322.0,221.0,2617.0,16.0,129.0,221.0,2617.0,16.0,5.0,22.0,0.0,0.0,0.0,0.0,11.55,43.6,6.15,69.8,73.05,8.4,11.55,"AP ORoY-2, ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Marquise Goodwin,78,WR,BUF,2013,2013,39.0,10.0,6.0,21.0,0.0,2.0,111.0,49.0,780.0,6.0,36.0,55.0,801.0,6.0,2.0,6.0,25.0,1.75,0.47500000000000003,0.15,21.375,48.650000000000006,1.1,17.125,51.699999999999996,7.95,13.549999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Markus Wheaton,79,WR,PIT,2013,2013,47.0,22.0,4.0,19.0,0.0,1.0,187.0,107.0,1508.0,8.0,73.0,111.0,1527.0,8.0,0.0,13.0,18.75,1.2,0.3,0.075,13.175,44.0,1.9749999999999999,27.349999999999998,51.975,6.8999999999999995,13.024999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Jordan Reed,85,TE,WAS,2013,2013,46.0,22.0,1.0,18.0,0.0,1.0,327.0,248.0,2602.0,20.0,148.0,249.0,2620.0,20.0,5.0,20.0,25.0,4.5,0.5,0.025,10.424999999999999,59.65,5.3,55.724999999999994,75.925,7.95,10.45,", PB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,Stedman Bailey,92,WR,STL,2013,2013,38.0,8.0,3.0,46.0,1.0,2.0,96.0,59.0,843.0,2.0,36.0,62.0,889.0,3.0,0.0,7.0,50.0,7.375,0.75,0.05,10.75,35.75,1.175,17.0,45.3,6.45,10.825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Knile Davis,96,RB,KAN,2013,2013,57.0,2.0,250.0,805.0,11.0,41.0,50.0,34.0,271.0,1.0,14.0,284.0,1076.0,12.0,7.0,10.0,28.624999999999996,2.8,12.9,4.1000000000000005,8.25,35.15,0.575,4.475,68.85,5.625,3.375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Ace Sanders,101,WR,JAX,2013,2013,27.0,4.0,2.0,4.0,0.0,1.0,94.0,57.0,539.0,1.0,23.0,59.0,543.0,1.0,2.0,3.0,12.5,0.5,0.075,0.025,4.675,19.35,0.975,9.225,36.075,3.375,4.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Josh Boyce,102,WR,NWE,2013,2013,10.0,3.0,0.0,0.0,0.0,0.0,19.0,9.0,121.0,0.0,6.0,9.0,121.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.35,0.0,0.25,3.35,11.85,1.6,3.35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Dion Sims,106,TE,MIA,2013,2013,56.0,22.0,0.0,0.0,0.0,0.0,106.0,74.0,699.0,8.0,37.0,74.0,699.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,8.5,0.0,1.35,12.625,68.25,5.875000000000001,8.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Johnathan Franklin,125,RB,GNB,2013,2013,11.0,0.0,19.0,107.0,1.0,7.0,5.0,4.0,30.0,0.0,2.0,23.0,137.0,1.0,2.0,1.0,13.15,1.4,2.425,0.425,1.875,20.0,0.1,0.675,20.0,1.5,1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Quinton Patton,128,WR,SFO,2013,2013,40.0,18.0,3.0,51.0,0.0,1.0,133.0,73.0,880.0,1.0,39.0,76.0,931.0,1.0,2.0,6.0,75.0,12.75,2.4000000000000004,0.15,12.525,35.975,1.4500000000000002,17.6,52.2,6.425000000000001,13.725,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Kyle Juszczyk,130,RB,BAL,2013,2013,64.0,32.0,7.0,769.0,5.0,35.0,133.0,97.0,25.0,1.0,3.0,104.0,794.0,6.0,2.0,6.0,35.675,1.475,12.025,0.1,6.1499999999999995,15.0,1.525,0.39999999999999997,54.775000000000006,4.45,6.0,", PB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,Levine Toilolo,133,TE,ATL,2013,2013,64.0,45.0,0.0,0.0,0.0,0.0,100.0,62.0,601.0,6.0,33.0,62.0,601.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,9.825,0.0,0.95,9.4,64.35,6.425000000000001,9.825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Denard Robinson,135,WR,JAX,2013,2013,55.0,13.0,263.0,310.0,0.0,16.0,67.0,47.0,1058.0,5.0,42.0,310.0,1368.0,5.0,8.0,8.0,30.575,3.775,5.95,5.025,5.125,37.325,0.9000000000000001,20.125,51.05,3.475,4.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Stepfan Taylor,140,RB,ARI,2013,2013,61.0,4.0,120.0,393.0,1.0,25.0,27.0,20.0,154.0,3.0,7.0,140.0,547.0,4.0,0.0,3.0,38.900000000000006,3.225,6.625000000000001,2.0500000000000003,5.025,21.65,0.35000000000000003,2.575,48.875,3.625,3.625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Kenny Stills,144,WR,NOR,2013,2013,63.0,41.0,4.0,8.0,0.0,0.0,277.0,164.0,2738.0,20.0,119.0,168.0,2746.0,20.0,1.0,23.0,8.325,0.32499999999999996,0.125,0.07500000000000001,17.099999999999998,53.625,2.625,43.775,58.675000000000004,10.0,16.675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Joseph Randle,151,RB,DAL,2013,2013,35.0,8.0,181.0,822.0,9.0,34.0,25.0,22.0,170.0,0.0,9.0,203.0,992.0,9.0,3.0,7.0,33.6,3.4499999999999997,21.625,5.025,5.5,47.5,0.6499999999999999,5.1,65.0,4.824999999999999,3.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Chris Thompson,154,RB,WAS,2013,2013,35.0,0.0,106.0,584.0,3.0,24.0,117.0,90.0,616.0,5.0,35.0,196.0,1200.0,8.0,4.0,8.0,40.625,3.8499999999999996,11.225000000000001,2.125,4.625,30.3,2.2,13.45,59.400000000000006,3.625,4.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Luke Willson,158,TE,SEA,2013,2013,56.0,30.0,0.0,0.0,0.0,0.0,115.0,74.0,976.0,7.0,46.0,74.0,976.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,12.8,0.0,1.35,17.0,65.80000000000001,8.274999999999999,12.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Zac Stacy,160,RB,STL,2013,2013,35.0,17.0,357.0,1355.0,9.0,65.0,70.0,53.0,358.0,1.0,21.0,410.0,1713.0,10.0,3.0,11.0,31.3,2.675,25.775,6.8999999999999995,5.25,34.925,1.1,7.475,56.9,4.0,3.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Tavarres King,161,WR,DEN,2013,2013,17.0,3.0,2.0,3.0,0.0,1.0,44.0,22.0,303.0,3.0,13.0,24.0,306.0,3.0,0.0,2.0,12.5,0.375,0.1,0.075,11.2,33.05,0.8999999999999999,10.9,41.325,5.825,10.925,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Mike Gillislee,164,RB,MIA,2013,2013,32.0,4.0,258.0,1248.0,16.0,76.0,19.0,16.0,94.0,1.0,4.0,274.0,1342.0,17.0,3.0,11.0,51.525000000000006,4.6499999999999995,35.375,7.425000000000001,6.35,38.975,0.475,2.6999999999999997,66.875,5.9,4.65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Corey Fuller,171,WR,DET,2013,2013,28.0,2.0,0.0,0.0,0.0,0.0,40.0,18.0,288.0,1.0,14.0,18.0,288.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,8.525,0.0,0.3,4.9,22.4,3.8,8.525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Nick Kasa,172,TE,OAK,2013,2013,16.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.025,0.15,5.0,0.45,2.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Latavius Murray,181,RB,OAK,2013,2013,61.0,42.0,759.0,3120.0,28.0,162.0,136.0,106.0,742.0,0.0,27.0,865.0,3862.0,28.0,8.0,26.0,42.875,4.2749999999999995,50.949999999999996,12.375,7.25,44.349999999999994,1.75,12.325,79.05,5.700000000000001,4.65,", PB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,Kenjon Barner,182,RB,CAR,2013,2013,44.0,1.0,77.0,317.0,3.0,18.0,34.0,21.0,127.0,0.0,5.0,98.0,444.0,3.0,5.0,3.0,34.2,3.5,6.9,1.7249999999999999,6.375,21.4,0.5,2.6500000000000004,62.425,3.7249999999999996,4.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Mychal Rivera,184,TE,OAK,2013,2013,61.0,15.0,0.0,0.0,0.0,0.0,230.0,146.0,1413.0,10.0,78.0,146.0,1413.0,10.0,5.0,11.0,0.0,0.0,0.0,0.0,9.85,0.0,2.35,22.775,65.875,6.499999999999999,9.85,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Justin Brown,186,WR,PIT,2013,2013,8.0,1.0,0.0,0.0,0.0,0.0,21.0,12.0,94.0,0.0,4.0,12.0,94.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.95,0.0,0.375,2.95,14.275,1.125,1.95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Andre Ellington,187,RB,ARI,2013,2013,53.0,15.0,398.0,1697.0,9.0,73.0,164.0,112.0,999.0,3.0,53.0,510.0,2696.0,12.0,4.0,16.0,40.300000000000004,4.5,33.35,7.825000000000001,8.775,40.800000000000004,2.1750000000000003,19.424999999999997,66.5,5.85,5.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Mike James,189,RB,TAM,2013,2013,23.0,3.0,83.0,351.0,0.0,19.0,16.0,15.0,60.0,0.0,1.0,98.0,411.0,0.0,0.0,2.0,32.9,2.9000000000000004,11.274999999999999,2.55,1.2,30.125,0.6000000000000001,2.6,72.725,1.1,2.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Rex Burkhead,190,RB,CIN,2013,2013,42.0,1.0,87.0,375.0,3.0,25.0,45.0,34.0,288.0,1.0,16.0,121.0,663.0,4.0,2.0,5.0,18.65,2.15,6.2,1.4749999999999999,6.225,35.425,0.625,5.1,55.425,4.625,4.300000000000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Spencer Ware,194,RB,SEA,2013,2013,40.0,18.0,340.0,1580.0,11.0,85.0,71.0,59.0,676.0,2.0,26.0,399.0,2256.0,13.0,4.0,17.0,45.275,4.5,31.575000000000003,6.8,6.375,28.4,1.1,12.399999999999999,66.4,5.275,5.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Cobi Hamilton,197,WR,CIN,2013,2013,14.0,9.0,0.0,0.0,0.0,0.0,34.0,18.0,242.0,2.0,14.0,18.0,242.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.45,0.0,0.45,6.0,19.35,2.4250000000000003,5.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Theo Riddick,199,RB,DET,2013,2013,54.0,11.0,164.0,566.0,2.0,31.0,224.0,171.0,1410.0,12.0,67.0,335.0,1976.0,14.0,1.0,16.0,41.900000000000006,3.1,12.350000000000001,3.4749999999999996,7.875,45.45,3.25,26.299999999999997,69.475,5.525,5.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Ryan Griffin,201,TE,HOU,2013,2013,56.0,19.0,0.0,0.0,0.0,0.0,152.0,99.0,1028.0,6.0,51.0,99.0,1028.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,10.825,0.0,1.7999999999999998,19.375,64.19999999999999,6.949999999999999,10.825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Brice Butler,209,WR,OAK,2013,2013,48.0,7.0,0.0,0.0,0.0,0.0,110.0,58.0,860.0,5.0,39.0,58.0,860.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,14.975000000000001,0.0,1.25,19.900000000000002,52.275000000000006,7.7,14.975000000000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Michael Williams,211,TE,DET,2013,2013,15.0,9.0,0.0,0.0,0.0,0.0,6.0,3.0,26.0,0.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.175,0.0,0.05,0.425,12.5,1.075,2.175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Tommy Bohanon,215,RB,NYJ,2013,2013,52.0,24.0,25.0,198.0,1.0,12.0,37.0,23.0,72.0,2.0,7.0,48.0,270.0,3.0,0.0,1.0,56.7,2.15,4.5,0.45000000000000007,10.625,49.7,0.475,1.275,68.325,7.55,7.449999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Charles Johnson,216,WR,GNB,2013,2013,39.0,17.0,1.0,-11.0,0.0,0.0,109.0,60.0,834.0,2.0,35.0,61.0,823.0,2.0,1.0,7.0,0.0,-2.75,-0.225,0.025,10.25,36.125,1.175,16.4,43.95,6.05,10.05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Chris Gragg,222,TE,BUF,2013,2013,32.0,10.0,0.0,0.0,0.0,0.0,37.0,24.0,251.0,2.0,16.0,24.0,251.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,0.0,0.5499999999999999,5.55,50.35,4.975,7.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Kevin Dorsey,224,WR,GNB,2013,2013,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.075,0.325,12.5,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Kerwynn Williams,230,RB,IND,2013,2013,23.0,0.0,98.0,545.0,3.0,25.0,10.0,5.0,33.0,0.0,1.0,103.0,578.0,3.0,2.0,3.0,35.425,4.6499999999999995,22.150000000000002,4.225,4.875,29.175,0.19999999999999998,1.375,45.825,3.2,4.675000000000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Marquess Wilson,236,WR,CHI,2013,2013,31.0,14.0,0.0,0.0,0.0,0.0,102.0,56.0,777.0,3.0,36.0,56.0,777.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,12.275,0.0,2.025,29.2,57.75,6.949999999999999,12.275,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Michael Cox,253,RB,NYG,2013,2013,18.0,1.0,26.0,76.0,0.0,2.0,6.0,5.0,21.0,0.0,1.0,31.0,97.0,0.0,0.0,0.0,18.175,2.575,2.85,0.65,2.125,8.325,0.175,0.7999999999999999,41.675,1.75,2.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Justice Cunningham,254,TE,IND,2013,2013,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.5,25.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Sammy Watkins,4,WR,BUF,2014,2014,52.0,51.0,3.0,9.0,0.0,1.0,346.0,192.0,3052.0,25.0,142.0,195.0,3061.0,25.0,1.0,28.0,12.5,1.25,0.15,0.05,15.8,51.725,3.6999999999999997,58.8,55.7,8.850000000000001,15.649999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Mike Evans,7,WR,TAM,2014,2014,61.0,60.0,0.0,0.0,0.0,0.0,579.0,309.0,4579.0,32.0,246.0,309.0,4579.0,32.0,2.0,36.0,0.0,0.0,0.0,0.0,14.925,49.475,5.025,74.95,53.349999999999994,7.924999999999999,14.925,"AP ORoY-3, , PB,AP-2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
124,Eric Ebron,10,TE,DET,2014,2014,56.0,37.0,1.0,1.0,1.0,1.0,288.0,186.0,2070.0,11.0,109.0,187.0,2071.0,12.0,1.0,17.0,25.0,0.25,0.025,0.025,10.95,50.75,3.325,37.025,63.425,7.0249999999999995,10.899999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Odell Beckham Jr.,12,WR,NYG,2014,2014,47.0,44.0,10.0,55.0,0.0,3.0,498.0,313.0,4424.0,38.0,206.0,323.0,4479.0,38.0,6.0,36.0,64.275,6.25,1.425,0.27499999999999997,13.75,53.724999999999994,6.65,91.6,62.900000000000006,8.674999999999999,13.525,"PB,AP ORoY-1, PB,AP-2, ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
126,Brandin Cooks,20,WR,NOR,2014,2014,58.0,46.0,30.0,161.0,1.0,9.0,429.0,280.0,3943.0,27.0,158.0,310.0,4104.0,28.0,3.0,38.0,58.25,5.525,3.2,0.55,13.875,51.625,4.9,66.75,66.39999999999999,9.075,13.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Kelvin Benjamin,28,WR,CAR,2014,2014,61.0,52.0,0.0,0.0,0.0,0.0,408.0,209.0,3021.0,20.0,148.0,209.0,3021.0,20.0,2.0,23.0,0.0,0.0,0.0,0.0,14.575,0.0,3.4,49.125,50.625,7.3999999999999995,14.575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Austin Seferian-Jenkins,38,TE,TAM,2014,2014,38.0,24.0,0.0,0.0,0.0,0.0,171.0,105.0,1070.0,10.0,57.0,105.0,1070.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,11.375000000000002,0.0,2.625,29.375,60.425,6.75,11.375000000000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Marqise Lee,39,WR,JAX,2014,2014,53.0,29.0,15.0,99.0,0.0,6.0,302.0,171.0,2166.0,8.0,116.0,186.0,2265.0,8.0,2.0,18.0,78.35,8.35,1.975,0.30000000000000004,12.525,47.725,3.05,38.725,54.7,6.875,11.925,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Jordan Matthews,42,WR,PHI,2014,2014,56.0,42.0,0.0,0.0,0.0,0.0,382.0,250.0,2955.0,20.0,140.0,250.0,2955.0,20.0,4.0,23.0,0.0,0.0,0.0,0.0,11.75,0.0,4.3,50.599999999999994,66.075,7.7749999999999995,11.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Paul Richardson,45,WR,SEA,2014,2014,47.0,19.0,1.0,5.0,0.0,1.0,161.0,95.0,1302.0,8.0,68.0,96.0,1307.0,8.0,1.0,11.0,25.0,1.25,0.075,0.025,19.75,62.575,1.775,30.299999999999997,69.8,15.75,19.65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Jace Amaro,49,TE,NYJ,2014,2014,17.0,4.0,0.0,0.0,0.0,0.0,57.0,41.0,404.0,2.0,22.0,41.0,404.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,7.199999999999999,0.0,0.925,11.075,36.675,5.325,7.199999999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Troy Niklas,52,TE,ARI,2014,2014,41.0,18.0,0.0,0.0,0.0,0.0,32.0,19.0,203.0,3.0,11.0,19.0,203.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.25,0.0,0.425,4.075,74.45,6.675,8.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Davante Adams,53,WR,GNB,2014,2014,59.0,52.0,0.0,0.0,0.0,0.0,398.0,237.0,2811.0,26.0,135.0,237.0,2811.0,26.0,2.0,27.0,0.0,0.0,0.0,0.0,11.675,49.425,4.05,47.65,59.0,6.924999999999999,11.675,", PB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,Bishop Sankey,54,RB,TEN,2014,2014,29.0,12.0,199.0,762.0,3.0,31.0,45.0,32.0,272.0,1.0,13.0,231.0,1034.0,4.0,4.0,6.0,22.200000000000003,1.95,12.600000000000001,3.275,4.325,23.325,0.55,4.75,35.475,3.025,2.375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Jeremy Hill,55,RB,CIN,2014,2014,54.0,43.0,704.0,2873.0,29.0,160.0,82.0,67.0,484.0,1.0,20.0,771.0,3357.0,30.0,9.0,22.0,45.0,3.9,48.1,11.975,6.4,48.25,1.15,8.049999999999999,85.275,5.325,4.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Cody Latimer,56,WR,DEN,2014,2014,45.0,3.0,2.0,1.0,0.0,0.0,61.0,35.0,445.0,3.0,26.0,37.0,446.0,3.0,1.0,3.0,12.5,0.125,0.025,0.025,11.475,52.525000000000006,0.7749999999999999,9.875,54.775000000000006,6.3999999999999995,10.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Carlos Hyde,57,RB,SFO,2014,2014,50.0,36.0,655.0,2729.0,21.0,139.0,152.0,109.0,634.0,3.0,33.0,764.0,3363.0,24.0,9.0,20.0,45.425,4.1499999999999995,56.37499999999999,13.5,5.6,36.35,2.075,11.725,74.275,4.175,4.3500000000000005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
